player_id,madden_id,fullname,team,position,overallrating,headshot,high_pos_group
"m26-ceedee-lamb","418","CeeDee Lamb","DAL","WR","93","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/418.png?im=FaceCrop,padding=0.7","off"
"m26-drake-maye","10165","Drake Maye","NE","QB","93","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10165.png?im=FaceCrop,padding=0.7","off"
"m26-james-cook-iii","1304","James Cook III","BUF","RB","93","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1304.png?im=FaceCrop,padding=0.7","off"
"m26-drake-london","1813","Drake London","ATL","WR","92","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1813.png?im=FaceCrop,padding=0.7","off"
"m26-patrick-mahomes","8648","Patrick Mahomes","KC","QB","92","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/8648.png?im=FaceCrop,padding=0.7","off"
"m26-saquon-barkley","8813","Saquon Barkley","PHI","RB","92","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/8813.png?im=FaceCrop,padding=0.7","off"
"m26-tyreek-hill","8052","Tyreek Hill","MIA","WR","92","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/8052.png?im=FaceCrop,padding=0.7","off"
"m26-dak-prescott","8179","Dak Prescott","DAL","QB","91","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/8179.png?im=FaceCrop,padding=0.7","off"
"m26-devonta-smith","1369","DeVonta Smith","PHI","WR","91","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1369.png?im=FaceCrop,padding=0.7","off"
"m26-josh-jacobs","9520","Josh Jacobs","GB","RB","91","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/9520.png?im=FaceCrop,padding=0.7","off"
"m26-mark-andrews","8802","Mark Andrews","BAL","TE","91","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/8802.png?im=FaceCrop,padding=0.7","off"
"m26-mike-evans","6407","Mike Evans","TB","WR","91","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/6407.png?im=FaceCrop,padding=0.7","off"
"m26-davante-adams","6328","Davante Adams","LAR","WR","90","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/6328.png?im=FaceCrop,padding=0.7","off"
"m26-kenneth-walker-iii","2005","Kenneth Walker III","SEA","RB","90","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/2005.png?im=FaceCrop,padding=0.7","off"
"m26-terry-mclaurin","9567","Terry McLaurin","WAS","WR","90","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/9567.png?im=FaceCrop,padding=0.7","off"
"m26-travis-kelce","5920","Travis Kelce","KC","TE","90","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/5920.png?im=FaceCrop,padding=0.7","off"
"m26-a-j-brown","9397","A.J. Brown","PHI","WR","89","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/9397.png?im=FaceCrop,padding=0.7","off"
"m26-justin-herbert","346","Justin Herbert","LAC","QB","89","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/346.png?im=FaceCrop,padding=0.7","off"
"m26-kyren-williams","2036","Kyren Williams","LAR","RB","89","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/2036.png?im=FaceCrop,padding=0.7","off"
"m26-nico-collins","1148","Nico Collins","HOU","WR","89","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1148.png?im=FaceCrop,padding=0.7","off"
"m26-dallas-goedert","8901","Dallas Goedert","PHI","TE","88","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/8901.png?im=FaceCrop,padding=0.7","off"
"m26-george-pickens","1888","George Pickens","DAL","WR","88","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1888.png?im=FaceCrop,padding=0.7","off"
"m26-jared-goff","8021","Jared Goff","DET","QB","88","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/8021.png?im=FaceCrop,padding=0.7","off"
"m26-joe-mixon","9241","Joe Mixon","HOU","RB","88","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/9241.png?im=FaceCrop,padding=0.7","off"
"m26-kyle-juszczyk","6869","Kyle Juszczyk","SF","RB","88","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/6869.png?im=FaceCrop,padding=0.7","off"
"m26-tee-higgins","351","Tee Higgins","CIN","WR","88","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/351.png?im=FaceCrop,padding=0.7","off"
"m26-zay-flowers","2140","Zay Flowers","BAL","WR","88","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/2140.png?im=FaceCrop,padding=0.7","off"
"m26-chris-olave","1870","Chris Olave","NO","WR","87","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1870.png?im=FaceCrop,padding=0.7","off"
"m26-courtland-sutton","9072","Courtland Sutton","DEN","WR","87","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/9072.png?im=FaceCrop,padding=0.7","off"
"m26-de-von-achane","676","De'Von Achane","MIA","RB","87","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/676.png?im=FaceCrop,padding=0.7","off"
"m26-jordan-love","433","Jordan Love","GB","QB","87","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/433.png?im=FaceCrop,padding=0.7","off"
"m26-sam-laporta","2286","Sam LaPorta","DET","TE","87","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/2286.png?im=FaceCrop,padding=0.7","off"
"m26-stefon-diggs","7085","Stefon Diggs","NE","WR","87","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/7085.png?im=FaceCrop,padding=0.7","off"
"m26-travis-etienne-jr","1365","Travis Etienne Jr","JAX","RB","87","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1365.png?im=FaceCrop,padding=0.7","off"
"m26-breece-hall","1747","Breece Hall","NY Jets","RB","86","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1747.png?im=FaceCrop,padding=0.7","off"
"m26-brock-purdy","1899","Brock Purdy","SF","QB","86","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1899.png?im=FaceCrop,padding=0.7","off"
"m26-bucky-irving","10113","Bucky Irving","TB","RB","86","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10113.png?im=FaceCrop,padding=0.7","off"
"m26-garrett-wilson","2040","Garrett Wilson","NY Jets","WR","86","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/2040.png?im=FaceCrop,padding=0.7","off"
"m26-hunter-henry","8046","Hunter Henry","NE","TE","86","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/8046.png?im=FaceCrop,padding=0.7","off"
"m26-jaylen-waddle","1374","Jaylen Waddle","MIA","WR","86","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1374.png?im=FaceCrop,padding=0.7","off"
"m26-malik-nabers","10192","Malik Nabers","NY Giants","WR","86","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10192.png?im=FaceCrop,padding=0.7","off"
"m26-caleb-williams","10296","Caleb Williams","CHI","QB","85","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10296.png?im=FaceCrop,padding=0.7","off"
"m26-d-andre-swift","599","D'Andre Swift","CHI","RB","85","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/599.png?im=FaceCrop,padding=0.7","off"
"m26-d-k-metcalf","9569","D.K. Metcalf","PIT","WR","85","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/9569.png?im=FaceCrop,padding=0.7","off"
"m26-dj-moore","8995","DJ Moore","CHI","WR","85","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/8995.png?im=FaceCrop,padding=0.7","off"
"m26-jameson-williams","2033","Jameson Williams","DET","WR","85","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/2033.png?im=FaceCrop,padding=0.7","off"
"m26-javonte-williams","1118","Javonte Williams","DAL","RB","85","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1118.png?im=FaceCrop,padding=0.7","off"
"m26-rashee-rice","2366","Rashee Rice","KC","WR","85","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/2366.png?im=FaceCrop,padding=0.7","off"
"m26-sam-darnold","8861","Sam Darnold","SEA","QB","85","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/8861.png?im=FaceCrop,padding=0.7","off"
"m26-tucker-kraft","2279","Tucker Kraft","GB","TE","85","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/2279.png?im=FaceCrop,padding=0.7","off"
"m26-alec-pierce","1890","Alec Pierce","IND","WR","84","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1890.png?im=FaceCrop,padding=0.7","off"
"m26-baker-mayfield","8982","Baker Mayfield","TB","QB","84","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/8982.png?im=FaceCrop,padding=0.7","off"
"m26-brandon-aiyuk","71","Brandon Aiyuk","SF","WR","84","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/71.png?im=FaceCrop,padding=0.7","off"
"m26-colston-loveland","10639","Colston Loveland","CHI","TE","84","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10639.png?im=FaceCrop,padding=0.7","off"
"m26-cooper-kupp","8626","Cooper Kupp","SEA","WR","84","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/8626.png?im=FaceCrop,padding=0.7","off"
"m26-dalton-schultz","9050","Dalton Schultz","HOU","TE","84","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/9050.png?im=FaceCrop,padding=0.7","off"
"m26-david-montgomery","9577","David Montgomery","DET","RB","84","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/9577.png?im=FaceCrop,padding=0.7","off"
"m26-jordan-addison","813","Jordan Addison","MIN","WR","84","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/813.png?im=FaceCrop,padding=0.7","off"
"m26-michael-pittman-jr","532","Michael Pittman Jr","IND","WR","84","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/532.png?im=FaceCrop,padding=0.7","off"
"m26-rico-dowdle","259","Rico Dowdle","CAR","RB","84","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/259.png?im=FaceCrop,padding=0.7","off"
"m26-ashton-jeanty","10611","Ashton Jeanty","LV","RB","83","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10611.png?im=FaceCrop,padding=0.7","off"
"m26-j-k-dobbins","257","J.K. Dobbins","DEN","RB","83","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/257.png?im=FaceCrop,padding=0.7","off"
"m26-jalen-hurts","704","Jalen Hurts","PHI","QB","83","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/704.png?im=FaceCrop,padding=0.7","off"
"m26-james-conner","8515","James Conner","ARI","RB","83","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/8515.png?im=FaceCrop,padding=0.7","off"
"m26-keenan-allen","5654","Keenan Allen","LAC","WR","83","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/5654.png?im=FaceCrop,padding=0.7","off"
"m26-ladd-mcconkey","10169","Ladd McConkey","LAC","WR","83","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10169.png?im=FaceCrop,padding=0.7","off"
"m26-reggie-gilliam","1432","Reggie Gilliam","BUF","RB","83","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1432.png?im=FaceCrop,padding=0.7","off"
"m26-t-j-hockenson","9503","T.J. Hockenson","MIN","TE","83","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/9503.png?im=FaceCrop,padding=0.7","off"
"m26-tetairoa-mcmillan","10657","Tetairoa McMillan","CAR","WR","83","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10657.png?im=FaceCrop,padding=0.7","off"
"m26-tony-pollard","9600","Tony Pollard","TEN","RB","83","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/9600.png?im=FaceCrop,padding=0.7","off"
"m26-tyler-warren","10769","Tyler Warren","IND","TE","83","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10769.png?im=FaceCrop,padding=0.7","off"
"m26-wan-dale-robinson","1924","Wan'Dale Robinson","NY Giants","WR","83","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1924.png?im=FaceCrop,padding=0.7","off"
"m26-chase-brown","1827","Chase Brown","CIN","RB","82","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1827.png?im=FaceCrop,padding=0.7","off"
"m26-chris-godwin-jr","8567","Chris Godwin Jr","TB","WR","82","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/8567.png?im=FaceCrop,padding=0.7","off"
"m26-darren-waller","7365","Darren Waller","MIA","TE","82","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/7365.png?im=FaceCrop,padding=0.7","off"
"m26-jake-ferguson","1577","Jake Ferguson","DAL","TE","82","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1577.png?im=FaceCrop,padding=0.7","off"
"m26-jakobi-meyers","9570","Jakobi Meyers","JAX","WR","82","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/9570.png?im=FaceCrop,padding=0.7","off"
"m26-jaylen-warren","2012","Jaylen Warren","PIT","RB","82","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/2012.png?im=FaceCrop,padding=0.7","off"
"m26-khalil-shakir","1942","Khalil Shakir","BUF","WR","82","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1942.png?im=FaceCrop,padding=0.7","off"
"m26-patrick-ricard","9274","Patrick Ricard","BAL","RB","82","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/9274.png?im=FaceCrop,padding=0.7","off"
"m26-rome-odunze","10199","Rome Odunze","CHI","WR","82","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10199.png?im=FaceCrop,padding=0.7","off"
"m26-travis-hunter","10599","Travis Hunter","JAX","WR","82","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10599.png?im=FaceCrop,padding=0.7","off"
"m26-treveyon-henderson","10584","TreVeyon Henderson","NE","RB","82","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10584.png?im=FaceCrop,padding=0.7","off"
"m26-trevor-lawrence","1372","Trevor Lawrence","JAX","QB","82","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1372.png?im=FaceCrop,padding=0.7","off"
"m26-zach-charbonnet","1919","Zach Charbonnet","SEA","RB","82","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1919.png?im=FaceCrop,padding=0.7","off"
"m26-bo-nix","10195","Bo Nix","DEN","QB","81","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10195.png?im=FaceCrop,padding=0.7","off"
"m26-brian-thomas-jr","10263","Brian Thomas Jr","JAX","WR","81","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10263.png?im=FaceCrop,padding=0.7","off"
"m26-cam-skattebo","10732","Cam Skattebo","NY Giants","RB","81","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10732.png?im=FaceCrop,padding=0.7","off"
"m26-chuba-hubbard","1234","Chuba Hubbard","CAR","RB","81","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1234.png?im=FaceCrop,padding=0.7","off"
"m26-dalton-kincaid","2277","Dalton Kincaid","BUF","TE","81","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/2277.png?im=FaceCrop,padding=0.7","off"
"m26-david-njoku","8674","David Njoku","CLE","TE","81","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/8674.png?im=FaceCrop,padding=0.7","off"
"m26-deebo-samuel-sr","9618","Deebo Samuel Sr","WAS","WR","81","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/9618.png?im=FaceCrop,padding=0.7","off"
"m26-emeka-egbuka","10542","Emeka Egbuka","TB","WR","81","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10542.png?im=FaceCrop,padding=0.7","off"
"m26-jauan-jennings","391","Jauan Jennings","SF","WR","81","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/391.png?im=FaceCrop,padding=0.7","off"
"m26-jerry-jeudy","392","Jerry Jeudy","CLE","WR","81","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/392.png?im=FaceCrop,padding=0.7","off"
"m26-jordan-mason","4679","Jordan Mason","MIN","RB","81","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/4679.png?im=FaceCrop,padding=0.7","off"
"m26-michael-wilson","2480","Michael Wilson","ARI","WR","81","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/2480.png?im=FaceCrop,padding=0.7","off"
"m26-omarion-hampton","10572","Omarion Hampton","LAC","RB","81","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10572.png?im=FaceCrop,padding=0.7","off"
"m26-quinshon-judkins","10618","Quinshon Judkins","CLE","RB","81","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10618.png?im=FaceCrop,padding=0.7","off"
"m26-aaron-jones-sr","8609","Aaron Jones Sr","MIN","RB","80","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/8609.png?im=FaceCrop,padding=0.7","off"
"m26-aaron-rodgers","6299","Aaron Rodgers","PIT","QB","80","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/6299.png?im=FaceCrop,padding=0.7","off"
"m26-alvin-kamara","8617","Alvin Kamara","NO","RB","80","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/8617.png?im=FaceCrop,padding=0.7","off"
"m26-harold-fannin-jr","10549","Harold Fannin Jr","CLE","TE","80","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10549.png?im=FaceCrop,padding=0.7","off"
"m26-jayden-reed","2365","Jayden Reed","GB","WR","80","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/2365.png?im=FaceCrop,padding=0.7","off"
"m26-josh-downs","2117","Josh Downs","IND","WR","80","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/2117.png?im=FaceCrop,padding=0.7","off"
"m26-kayshon-boutte","1640","Kayshon Boutte","NE","WR","80","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1640.png?im=FaceCrop,padding=0.7","off"
"m26-kyle-pitts-sr","1375","Kyle Pitts Sr","ATL","TE","80","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1375.png?im=FaceCrop,padding=0.7","off"
"m26-marvin-harrison-jr","10102","Marvin Harrison Jr","ARI","WR","80","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10102.png?im=FaceCrop,padding=0.7","off"
"m26-najee-harris","1308","Najee Harris","LAC","RB","80","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1308.png?im=FaceCrop,padding=0.7","off"
"m26-nick-chubb","8846","Nick Chubb","HOU","RB","80","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/8846.png?im=FaceCrop,padding=0.7","off"
"m26-parker-washington","2454","Parker Washington","JAX","WR","80","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/2454.png?im=FaceCrop,padding=0.7","off"
"m26-quentin-johnston","2241","Quentin Johnston","LAC","WR","80","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/2241.png?im=FaceCrop,padding=0.7","off"
"m26-ricky-pearsall","10206","Ricky Pearsall","SF","WR","80","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10206.png?im=FaceCrop,padding=0.7","off"
"m26-tyler-allgeier","1132","Tyler Allgeier","ATL","RB","80","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1132.png?im=FaceCrop,padding=0.7","off"
"m26-christian-watson","2013","Christian Watson","GB","WR","79","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/2013.png?im=FaceCrop,padding=0.7","off"
"m26-deandre-hopkins","5873","DeAndre Hopkins","BAL","WR","79","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/5873.png?im=FaceCrop,padding=0.7","off"
"m26-jayden-daniels","10048","Jayden Daniels","WAS","QB","79","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10048.png?im=FaceCrop,padding=0.7","off"
"m26-juwan-johnson","399","Juwan Johnson","NO","TE","79","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/399.png?im=FaceCrop,padding=0.7","off"
"m26-kareem-hunt","8597","Kareem Hunt","KC","RB","79","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/8597.png?im=FaceCrop,padding=0.7","off"
"m26-kenneth-gainwell","1300","Kenneth Gainwell","PIT","RB","79","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1300.png?im=FaceCrop,padding=0.7","off"
"m26-luther-burden-iii","10510","Luther Burden III","CHI","WR","79","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10510.png?im=FaceCrop,padding=0.7","off"
"m26-pat-freiermuth","1377","Pat Freiermuth","PIT","TE","79","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1377.png?im=FaceCrop,padding=0.7","off"
"m26-rashid-shaheed","4928","Rashid Shaheed","SEA","WR","79","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/4928.png?im=FaceCrop,padding=0.7","off"
"m26-rj-harvey","10579","RJ Harvey","DEN","RB","79","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10579.png?im=FaceCrop,padding=0.7","off"
"m26-romeo-doubs","1471","Romeo Doubs","GB","WR","79","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1471.png?im=FaceCrop,padding=0.7","off"
"m26-tank-dell","2090","Tank Dell","HOU","WR","79","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/2090.png?im=FaceCrop,padding=0.7","off"
"m26-troy-franklin","10077","Troy Franklin","DEN","WR","79","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10077.png?im=FaceCrop,padding=0.7","off"
"m26-tyrone-tracy-jr","10268","Tyrone Tracy Jr","NY Giants","RB","79","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10268.png?im=FaceCrop,padding=0.7","off"
"m26-woody-marks","10644","Woody Marks","HOU","RB","79","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10644.png?im=FaceCrop,padding=0.7","off"
"m26-xavier-worthy","10305","Xavier Worthy","KC","WR","79","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10305.png?im=FaceCrop,padding=0.7","off"
"m26-antonio-gibson","297","Antonio Gibson","NE","RB","78","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/297.png?im=FaceCrop,padding=0.7","off"
"m26-blake-corum","10043","Blake Corum","LAR","RB","78","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10043.png?im=FaceCrop,padding=0.7","off"
"m26-brandin-cooks","6386","Brandin Cooks","BUF","WR","78","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/6386.png?im=FaceCrop,padding=0.7","off"
"m26-brian-robinson-jr","1918","Brian Robinson Jr","SF","RB","78","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1918.png?im=FaceCrop,padding=0.7","off"
"m26-bryce-young","2638","Bryce Young","CAR","QB","78","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/2638.png?im=FaceCrop,padding=0.7","off"
"m26-calvin-ridley","9038","Calvin Ridley","TEN","WR","78","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/9038.png?im=FaceCrop,padding=0.7","off"
"m26-christian-kirk","8963","Christian Kirk","HOU","WR","78","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/8963.png?im=FaceCrop,padding=0.7","off"
"m26-cole-kmet","711","Cole Kmet","CHI","TE","78","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/711.png?im=FaceCrop,padding=0.7","off"
"m26-daniel-jones","9537","Daniel Jones","IND","QB","78","https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/9537.png?im=FaceCrop,padding=0.7","off"
